Unnamed: 0_level_0,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124
2-Furoic acid,,1.55485978,-0.51102837,1.32348565,-0.52706305,0.86120647,-0.51722791,-0.5448843,,1.62670155,-0.52743972,1.7478353,-0.52508937,1.56794856,-0.53651618,-0.54496034,-0.54222287,1.90455926,-0.43423838,-0.48111197,-0.48287082,1.3403284,-0.47586973,-0.48786712,-0.46776613,0.29365558,0.21290042,-0.63501276,0.83687985,-0.579915,-0.59867263,-0.21837057,-0.35964931,-0.63778729,,,,2.59178397,,-0.32186024,-0.26637582,-0.26728806,2.8755745,2.11445369,-0.38420682,-0.6488982,-0.65433981,-0.64058631,-0.63488345,,,,,,,1.73276518,,3.68411455,-0.28181027,3.22837375,2.368104,-0.68055208,-0.6634196,,-0.68296961,-0.65193428,-0.67780354,,-0.68304275,,-0.68515234,,,0.89631402,-0.61648938,,,,2.0515639,,-0.43236484,-0.46352572,-0.48725249,-0.45215471,1.83116922,-0.40032113,-0.49914099,-0.49003117,-0.51321896,-0.48582116,-0.46775168,-0.48447202,1.58166405,-0.50611546,1.29245813,-0.54914433,1.39941006,1.65833205,2.55979009,1.78314087,-0.53016913,-0.50925466,-0.56100462,-0.56194543,-0.51593911,-0.55230554,-0.55826444,-0.53741794,1.76192429,,-0.51074263,-0.51502693,-0.55522194,1.56781252,-0.46708279,-0.59328107
"2-Heptanone, 4,6-dimethyl-",,-0.245055056,,-0.245134093,,-0.245213763,,,,-0.24508962,,-0.240396056,,-0.245099812,,,,-0.245080388,,,,-0.245100104,,,,-0.245352906,-0.223758251,,-0.245440727,,,-0.198427651,-0.123995249,,,,,-0.244717528,-0.245313334,,,,4.690704493,-0.244971394,,-0.245418339,,,,,,,,-0.245334677,,-0.245109382,-0.245050905,-0.244765881,,5.605733467,4.449130434,-0.245487234,,,,,,,,,,,-0.245314978,1.508942455,,,,,-0.244863887,,,,,,-0.245023406,,,,,,,,-0.245085112,,-0.245171662,,-0.245145749,-0.238423345,-0.240494558,-0.242949944,,,,,,,,,-0.245087408,,,,,-0.239003572,,
2-Heptenoic acid,,,,,,,,,,,0.1722516,-0.44392576,,,,,,,,,,,,,,-0.43033166,0.50820218,-0.10825231,,-0.20019286,-0.31875664,-0.2957217,0.13316401,-0.36234552,,,,,,,,-0.43223465,-0.43654457,,,0.07418004,0.14929019,,-0.44970093,-0.34821382,-0.36041752,,,,7.43993406,,,,,-0.43099485,-0.43741669,-0.45187087,0.46281807,-0.40319208,-0.45198574,-0.4505111,-0.45174028,-0.45118005,-0.42385507,-0.38713336,-0.45208945,-0.44935917,,-0.44742943,,,,,,,,,,,,,0.39736213,-0.44281828,,,,0.32805056,,,,,,0.23435714,0.1048496,-0.44216794,-0.44472543,,,0.12546944,,0.07351847,0.28199091,0.19272381,,,-0.44380238,,,-0.44463374,,
2-Hexen-1-ol,0.417241277,,0.379978442,0.644216325,0.216306302,0.338759957,0.41475451,-1.223777441,0.480105533,0.709470632,0.473215149,,0.454689441,,0.344579605,,0.13326506,0.625041297,0.637035998,0.395037291,0.394554157,0.354235351,0.254498236,,0.467944111,-1.033043811,-0.987928146,1.812983591,-1.224933378,-0.699678337,0.325099299,-0.722202307,-0.139589979,-1.038675831,,0.014098145,,,,,,,,,,-1.015885203,-0.870785674,-0.837012538,,-1.084618343,-0.934837898,,,,-1.224843291,,,,,,,-1.224964187,-0.868837389,-1.016026643,,,,,-1.029389085,-0.865873622,,,,,,,-0.830822258,,,,,,0.983863324,1.794071908,0.492567647,2.287711008,1.161202579,,-0.589862187,0.431261728,0.432371044,-0.919026664,-0.99009937,,,0.232682437,0.464794742,-0.741939762,0.170872498,,,0.360815267,-0.427742143,0.068090953,,0.134592408,-0.112729771,0.883198458,0.964587092,,,-1.224725523,-0.139833699,,0.259387945,-1.076392896
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",0.254408803,1.831652412,1.130309888,1.285682622,0.8267259,0.675866963,0.719999949,0.078149968,0.524984597,1.774952366,1.608445183,0.819374608,0.709305826,0.887120954,-0.003323205,0.990482034,0.431664592,1.275115469,1.422180334,0.929188957,0.788187749,1.03680671,0.60016773,0.755965091,1.564385102,-1.014069096,-0.492830651,2.38568471,,0.094132312,-1.013663959,0.049681044,0.117157521,-1.01444993,-1.014150416,-1.014138351,-1.013620622,-1.008203103,,-1.00810168,-1.006986774,-1.007005105,-1.00882777,-1.010546871,-1.009354475,-0.194760106,-1.014782537,-1.014506174,-0.679395021,-1.014850925,-0.55398006,-0.845735989,-1.013584312,-1.0139008,,-0.951629395,,-1.008649518,-1.007296915,,-1.009196585,-1.015309248,-0.690041629,-0.618155199,-1.015357826,-0.022659619,-1.015254018,-1.015017102,-1.015359295,-1.014647894,-1.015401685,-1.014247051,-1.013718929,,-1.014021969,-1.012072135,-1.014318803,,-1.009554332,,-1.010322164,-1.010948312,1.148523468,1.156731412,0.793917822,1.729015325,1.02351934,0.362384422,0.484954199,1.03595958,1.502557249,2.264365417,0.459157025,,,0.902851248,1.115648114,1.413314571,0.994261677,,0.973504217,1.049489254,0.256053767,0.925720327,,0.489447169,0.054884317,0.89292179,1.184642662,0.155419606,0.269785312,,0.132517964,0.528543678,1.212783321,-0.235517081
2-Hydroxy-2-methylbutyric acid,-0.76844251,-0.49733774,-0.52081455,-0.46303477,-0.61567932,-0.66087172,-0.59516556,-0.59821509,-0.52866316,-0.66490879,-0.58488229,-0.5994299,-0.70450587,-0.66564318,-0.84967325,-0.68843631,-0.73266264,-0.60189365,-0.31218714,-0.35980686,-0.38350594,-0.53849392,-0.49532718,-0.56190309,-0.56383862,-0.99297657,-0.99717998,-0.99586303,,-0.31950204,,-0.99266016,-1.00077776,,,,,,,,,,,,,-0.38661476,,,0.1173844,,0.22030631,1.57533325,,,,1.75331905,,,,,,-0.51301786,-0.35158048,-0.27845783,,-0.41512123,,,,,,,,2.42228937,,,,2.33874205,,,,,-0.23287949,-0.40820772,-0.52744572,-0.31792182,-0.39982014,0.02070076,0.03871955,-0.25162164,-0.06417292,-0.19117934,-0.24565576,0.3065679,-0.20356515,-0.40549457,-0.32250841,-0.26163094,-0.49639995,-0.2070832,-0.23255175,-0.47900547,-0.98265866,-0.53831409,-0.44957279,-0.58480124,-0.28959552,-0.40829366,-0.37382248,0.47791403,-0.45129224,0.40844732,-0.52605272,-0.35034539,-0.19325095,0.08996286
2-Hydroxy-3-methylbutyric acid,-0.3026153,-0.3025222,-0.299501,-0.3026065,-0.3026269,-0.3026915,-0.302604,-0.3026682,-0.3026081,-0.285185,-0.3026278,-0.302595,-0.3026223,-0.2799472,-0.3026488,-0.3026684,-0.3026621,-0.3025492,-0.2914013,-0.2840168,-0.2830915,-0.3025703,-0.302508,-0.3025359,-0.2878369,-0.16143,,,,-0.1679162,,,,,-0.3028493,0.3375161,-0.3027881,2.7200819,-0.3027977,4.6674809,-0.3020217,4.0203385,2.6240934,-0.302433,0.3881056,-0.201118,-0.2052662,-0.2103797,-0.188984,-0.2710909,-0.1396219,-0.3027161,0.4796092,0.4375882,-0.3027886,-0.3025802,-0.3025178,5.4583328,-0.3020575,4.8202585,-0.302277,-0.2623403,-0.2628719,-0.2621345,-0.2623872,-0.3029168,-0.28163,-0.2513068,-0.2581597,-0.2139651,-0.2706133,-0.3028605,-0.3027995,-0.3027662,-0.3028345,-0.3026092,0.3657091,0.1233946,-0.3023183,-0.3022058,-0.302407,-0.3024794,-0.3025345,-0.302453,-0.3024885,-0.3023326,-0.3025621,-0.3004357,-0.3025947,-0.3025311,-0.3024892,-0.302528,-0.3025543,-0.3025782,-0.3026466,-0.3026781,-0.302619,-0.3025547,-0.3026497,-0.3025091,-0.3026341,-0.3025855,,-0.3027079,-0.3026011,-0.3026855,-0.3026993,-0.3026509,-0.3025567,-0.3026148,-0.2973766,-0.3025989,-0.3026922,-0.3026296,-0.3024876,-0.3027806
2-Hydroxy-5-methoxybenzaldehyde,,,-0.562225558,,,,,,,-0.477411888,,,,-0.365377995,,,,,-0.483655391,-0.528922758,-0.578419146,,,,-0.490363286,-0.525906007,-0.638367367,-0.485981927,-0.778341551,-0.347999844,-0.355719723,-0.407225957,-0.584641696,-0.498546046,,0.461312806,,0.860178114,,2.023280596,,2.234809563,1.552346339,,2.439414043,-0.615210589,-0.694016971,-0.619683499,-0.31159013,-0.510998703,-0.366977085,,0.964524994,0.966909608,,,,2.280894234,,1.743641512,,-0.725731652,-0.588765347,-0.667053403,-0.796662526,,-0.813532506,-0.802667881,-0.757087691,-0.649420924,-0.81267319,,,,,,0.088801923,0.004929854,,,,,,,,,,-0.462037957,,,,,,,,,,,,,,,,,,,,,,,-0.495405403,,,,,
2-Hydroxybutyric acid,0.57565682,1.15040368,-0.29553063,0.56335884,0.45526001,-0.10627039,-0.1350927,-0.12616818,0.0395895,0.04016546,-0.07202791,0.09049757,0.05331373,0.1691734,-0.12259765,-0.24065169,-0.27012799,0.13528475,0.93675361,0.75545376,-0.20181899,-1.07227424,0.36713661,0.25546915,-1.07218977,-0.3707499,-0.19522118,-0.96224102,-0.74511225,-1.07113708,-1.07250647,-1.07255095,-0.75171221,-1.07260109,1.11730192,0.22143911,1.40777754,1.85922509,0.32473349,1.45210972,1.71097001,1.72546494,1.75375792,1.11700511,-1.07198762,-1.01023485,-0.55508822,-0.38570973,-0.89542159,-0.96013648,-0.13803701,-1.07242621,1.34200917,1.66893562,0.77861011,3.85872431,1.18323134,-0.8803365,-0.0617922,1.92892808,1.1498061,-0.99809223,-0.54762331,-0.61580262,-0.75485685,-1.07263532,-0.62248907,-0.65028213,-0.8441588,-0.48085231,-0.70441123,0.93891399,1.32883988,1.16378269,0.41151722,3.77117072,0.52950214,0.53415623,-1.07201168,1.29097059,-1.07210412,-0.74432992,-1.04292759,-0.09528001,-0.87195709,0.05883419,-0.11731658,-0.35598616,-0.23703404,-0.22716161,-0.0542639,-0.32812886,-0.17554357,-0.45248867,-0.39864559,-0.41586974,-0.34102142,-0.13411554,-0.53940259,-0.21377633,-0.10034798,-1.04625401,-0.45067843,-1.07241761,-0.35071245,-0.38830464,-0.41363327,-0.32261333,-1.07226013,-0.38651071,-0.27823788,-0.22735347,-0.48944857,-0.30848617,-0.79693088,-0.61185836
2-Imidazolidinone,-0.3591168,-0.3471824,-0.3558267,-0.3579911,-0.3605993,-0.3688864,-0.3576719,-0.3659038,-0.3581857,-0.3519091,-0.3607115,-0.3565145,-0.3600119,-0.3533031,-0.363413,-0.3659264,-0.3651116,-0.3506466,-0.3329704,-0.3469222,-0.3474457,,-0.3453618,-0.3489328,,-0.2381771,-0.3949272,-0.279969,-0.2368217,-0.3763305,,,-0.2951476,,-0.3891194,-0.3889407,-0.3812717,-0.3010238,-0.3825031,-0.2995215,-0.2830067,-0.2832782,-0.3102768,-0.3357413,,-0.2581805,-0.3019819,-0.264056,-0.2360024,-0.307465,-0.2068435,,-0.3807339,-0.3854219,-0.3813279,-0.3546118,2.6541757,4.5006298,-0.2876007,-0.2755118,-0.3157399,-0.4062848,-0.3218765,-0.305944,-0.3476198,,-0.3347103,-0.3151543,-0.3477907,-0.280512,-0.3388744,-0.3905508,-0.3827279,-0.3784624,-0.3872168,-0.3583345,-0.3916137,-0.3924858,,-0.3066107,,2.7587573,-0.3487499,-0.3383031,-0.3428541,-0.3228751,-0.3522884,-0.3495769,-0.3564787,-0.3483238,-0.3429455,2.9780586,-0.3512927,-0.3543644,-0.3631288,-0.3671718,-0.359585,-0.3513445,-0.3635263,-0.345503,-0.3615239,-0.3552987,-0.3707019,,-0.3572883,1.6993319,-0.3698863,2.6703482,,-0.359054,3.0111094,-0.3570168,1.7785623,2.7291771,-0.3427464,1.1033434
2-Isopropyl-5-methyl-1-heptanol,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12021491,,-0.15417559,-0.295406,,-0.10728875,-0.12751995,-0.19644325,-0.13980259,,,,,,,,,,,-0.29300232,-0.16816019,-0.28170121,-0.26308924,-0.29233163,-0.2953934,-0.09318466,,,,,,4.47960536,-0.29269564,,,,-0.2174919,-0.29230821,-0.20641572,-0.23406807,-0.18563247,-0.215363,-0.20340471,-0.23179902,-0.26222243,-0.23163732,,,,,,,,-0.29308926,,3.83988225,2.29029384,,,,,,,,,,-0.22701924,,,,,,,,,,,,,,-0.29447173,,0.79166633,1.19817882,,1.286244,,-0.05731483,1.31513985,,-0.29482992
2-Ketoisocaproic acid,,,1.47503812,,,,,-0.84629746,,-0.84445059,,,,,,,1.07000229,,,1.27701023,,,,,,-0.84920227,-0.58088872,0.10985805,,-0.40026915,-0.84841029,-0.29186074,-0.03798452,-0.3955554,,,,,,,,,,,,-0.56014881,-0.85059693,-0.60394488,-0.4626557,,-0.40584607,,,,,,-0.84375189,,-0.83596379,,,-0.70415295,-0.48162329,-0.62601592,-0.71700751,-0.37799271,-0.68665766,-0.64953964,-0.68463399,-0.36787917,-0.85180726,,,,,,,,,-0.75913869,-0.84187764,-0.84310166,,,,,0.30129259,-0.8441428,,,,-0.84392444,,,1.23976924,,1.37224149,,,1.86767263,,,-0.84693068,,,,,-0.84600418,-0.84441067,-0.84539349,-0.29603266,-0.84512465,0.92602418,-0.84564364,,
2-Methyl-4-pentenoic acid,-0.33560602,0.26568467,-0.42016565,-0.49623324,-0.51008156,-0.61073928,-0.14005974,,-0.28149259,,-1.24016269,0.67208523,-1.24001389,0.37195926,0.02412648,0.18331113,-1.2410986,0.64797858,-0.49716666,-0.33626023,-0.34626374,-0.55361643,-1.23689783,-0.46090929,,-0.79393859,-0.84953793,-0.69745181,,-0.46678762,,-0.84238804,-1.00794762,-0.97284628,-0.39299303,-0.17286472,-0.2619943,,-0.31421058,,,,2.24496258,,1.41644653,-0.91037093,,-0.81524323,-0.3267309,,-0.76077685,-0.14884089,,-0.16675322,0.46610251,1.19748459,,,,,,-0.80622146,-0.63049956,-1.08089062,-1.11511053,-0.91571263,-0.8949345,-0.82120324,-0.87640412,-0.91382978,,-0.35197001,0.26500074,0.69287431,-0.37129057,0.67280063,,-0.24374133,,1.6043248,,,,,0.48865183,1.42906715,0.62018035,,-0.32179995,-0.41278369,0.42473806,,-0.13991094,0.24564995,-0.43211443,0.29693045,-0.28080105,0.53414662,-1.2407614,1.00841133,0.32637393,0.15386676,,,,-0.17131106,-0.60961704,,,,0.50418473,,-0.38127699,,0.64475456,
2-Methyl-E-7-hexadecene,-0.41888115,0.90741041,-0.41888004,-0.41888077,-0.41888165,-0.41888444,0.20120328,1.13645736,0.55973772,0.8851008,,-0.41888027,,-0.41887919,-0.41888259,-0.41888344,,0.79643655,-0.41887235,-0.41887704,-0.41887722,-0.41887921,,-0.41887772,0.32276361,-0.41889084,-0.40708871,-0.41889246,-0.41889488,-0.41888694,-0.41888882,-0.41889066,-0.41889522,-0.41889274,-0.41889124,-0.41889118,-0.4188886,-0.4188616,-0.41888902,-0.41886109,-0.41885554,-0.41885563,2.25391597,2.28634702,2.52681874,-0.41889385,,-0.41889302,-0.41885965,-0.41889474,0.26235558,-0.4188855,-0.41888842,-0.41889,-0.41888862,1.03815035,-0.41887694,-0.41886382,-0.41885708,2.54488006,1.95606901,-0.41889702,-0.4188953,-0.13608203,-0.22656382,-0.03098619,-0.19013703,-0.41889556,-0.23087271,-0.04113555,-0.11583712,-0.41889173,-0.41888909,-0.41888766,-0.4188906,-0.41888088,-0.41889208,-0.41889238,2.58737714,3.17631999,3.43589594,-0.41887528,0.23160054,-0.0663181,-0.41887568,-0.41886895,-0.3809333,-0.41887794,-0.41888026,-0.41887752,-0.41887571,-0.41887738,-0.41887852,0.57831128,-0.4188825,-0.41888386,-0.41888131,1.05665841,,-0.41887657,-0.41888196,0.5795367,-0.41888505,0.22205211,-0.19192741,-0.41888418,-0.41888477,-0.09189208,-0.41887862,-0.37016169,-0.41888001,-0.41888044,-0.41888447,-0.41888176,-0.41887564,
2-Methylglutaconic acid,,0.047482546,,,,,-0.069524567,0.631495118,0.014310216,-0.216658474,,,0.800788103,,,,-0.343476841,-0.116364639,,,,,,,0.153062535,-1.041480276,-1.08581382,,,,,,,,,,,,,,,,2.143195213,1.405968144,0.381245885,-1.111104,,,-0.997723581,,-0.688078681,,,,,-0.440742232,,,,3.565945706,0.777993041,-0.994250289,,-1.294087126,-1.01957711,-1.103610031,-0.864800607,,-0.791387705,-0.977715789,-0.916480174,,,,,,,,0.591505346,0.265847383,0.805080177,,0.346500353,0.261276182,,,1.445564424,,,,,,,0.686683855,,,,1.18094995,,,,1.080178426,,-0.436899043,-0.113313458,,,1.156383476,,1.041930291,,,,,,
2-Naphthol,-0.276879215,0.565297,0.230818105,0.142878961,-0.010286695,-0.089793919,0.007991422,-0.046489744,0.090379802,0.113119636,0.149818839,0.243800242,0.012847595,0.298106895,-0.120119999,-0.269054477,-0.154640406,0.264179361,0.508323778,0.256922018,0.266223804,0.03230556,0.676449267,0.1161658,0.709781526,-0.608666491,-1.004243156,-1.033284823,-0.816280967,-1.103289273,-0.391725705,-0.907784476,-1.138855747,-0.703493097,-1.465170663,-0.817116286,-0.782880163,1.584621001,-0.587757728,1.884526412,3.094577908,2.378995486,1.678128177,1.126979061,1.969432836,-1.01028656,-0.867887437,-0.879971916,-0.668090419,-1.138328927,-0.618285735,-0.733370753,-0.810111318,,-0.849808667,-0.541230842,-0.139066506,1.102603381,2.622722587,3.188260502,1.387257744,-1.487648378,-1.124537423,-1.021819343,-1.09069061,-0.944221653,-1.425882885,-1.481981656,-1.183664034,-0.986213596,-1.222528179,,-0.932678089,-0.986681589,-1.064332562,-0.73011262,,-1.128676913,0.59325435,0.626584708,0.323243269,-0.004418342,0.617786001,0.906203206,-0.253422843,1.73744515,0.856918404,-0.249946022,-0.111458404,-0.142277828,-0.108748388,,-0.409449471,-0.280354131,-0.390948065,-0.39997192,-0.266899383,-0.033396656,-0.364985351,-0.198649728,-0.368619396,0.722114334,0.078338251,0.267091834,0.461999608,0.523149487,0.337303028,0.304069698,0.71018734,0.740082978,0.981019169,1.108400494,0.144494134,0.582414297,0.696381698,-0.119850101
2-Oxooctanoic acid,-0.4070302702,-0.4070300224,0.6540547892,-0.4070302469,-0.407030301,-0.4070304731,-0.4070302402,1.6208464803,-0.4070302509,-0.4070301206,1.7843583469,-0.4070302162,-0.4070302888,2.0721980213,-0.4070303594,1.7016693256,1.7667377301,-0.4070300944,-0.4070297273,-0.407030017,-0.4070300279,-0.4070301503,-0.4070299846,0.6744618017,-0.4070299345,-0.3553516896,-0.1701797951,-0.3994648084,0.1235408594,-0.3958736071,-0.3928456308,-0.3770483954,-0.2688969269,-0.4060821233,,-0.4067724003,-0.4070277583,-0.407029064,-0.4069444585,-0.4070290328,-0.4070286899,-0.4070286955,-0.4070292561,-0.4070297849,-0.4070294181,-0.325412691,-0.3580397648,-0.331173501,-0.123299462,-0.3525012602,-0.4070309137,-0.4065884007,-0.4070307191,-0.4070308164,-0.4057883935,-0.4057291856,-0.4070300106,-0.4070292013,-0.4070287853,-0.4070285342,-0.4070293695,-0.2824472923,-0.2475132855,-0.1996303616,-0.2302986685,-0.4012588872,-0.1387023402,,-0.2730978667,-0.2167554576,-0.324088554,-0.4070189952,-0.4070161288,-0.4070306719,-0.4069244694,-0.407030254,,-0.4070309631,-0.4070294796,-0.40702918,-0.4070297157,-0.4070299083,-0.407030055,-0.4070298381,-0.4070299326,-0.4070295177,2.3510752021,-0.4070300721,4.4985096504,1.9960337511,2.3804760714,-0.4070300378,-0.4070301078,-0.4070301716,6.2176400568,1.5204022484,1.9854548488,2.3296871938,-0.4070303618,-0.4070299876,-0.4070303202,3.1319202462,0.4035714339,-0.4070305166,0.2017993729,-0.407030457,-0.4070304939,1.9199670554,-0.4070301143,-0.4070302689,0.7291673015,-0.4070302266,-0.4070304751,-0.4070303083,-0.4070299303,0.2839541094
"2-Pentenedioic acid, 3-methyl-",,,2.0056027,,,,,-0.4353236,,,-0.4353222,,,-0.4353201,,-0.4353236,-0.4353234,,,,,,,-0.4353188,,-0.4353298,-0.4353318,-0.3196124,0.1028126,-0.4353266,0.1695458,-0.4353297,-0.4353335,-0.4353314,-0.4276306,-0.433543,-0.431397,,-0.4353283,,,,,,,-0.3166462,-0.4353328,0.3045211,4.2297187,-0.4353331,,-0.4291007,,,-0.435328,-0.4165084,,,,,,-0.435335,-0.4353336,-0.4353339,-0.4353352,-0.4353326,-0.4353348,-0.3268917,-0.4353352,-0.4353322,-0.4353354,-0.4285742,-0.4298799,,-0.4348219,,-0.4328992,,,,,,,,,,-0.4353198,,-0.435321,-0.4353187,-0.4353172,,,,-0.4353228,-0.435324,-0.4353218,2.5701581,,,,1.989386,1.574642,,2.2550116,,,-0.435323,,,2.3412294,,,,,1.1084291
2-Pentenoic acid,,,0.91526215,-0.48261976,,,,,,1.23038082,,,,,,,,,,,1.00091048,,-0.47466006,,,-0.27924797,,-0.04918552,-0.43552974,,-0.13237036,,,,-0.50223854,-0.5021259,-0.32254424,,,-0.44576888,-0.43536036,3.53720295,-0.45254749,-0.09095215,-0.45746469,-0.26207354,,-0.38254987,-0.41145451,,,-0.4914737,1.69234365,-0.49990818,,-0.4804899,2.08791811,-0.45088337,3.10922131,,-0.45599067,-0.42587963,,,,,,-0.47227019,,,,-0.3739856,-0.49821027,,-0.32772682,-0.1846722,0.33170569,,2.56032311,5.33534676,-0.46649882,2.05388643,,-0.47021127,,,,,,,,,,-0.48033396,,,,-0.24406674,,,-0.32818437,-0.48092285,-0.49063081,,-0.48217681,,,,,0.13909745,-0.48120199,-0.48200569,,,-0.47301169,-0.0736358
2-Piperidinone,-0.230708,-0.23042633,-0.23063034,,-0.23074299,-0.15946273,,,-0.23068602,-0.23053788,-0.23074563,-0.23064658,,-0.23057078,-0.2308094,,,,,-0.12016117,-0.11253087,,,-0.23046764,-0.23032643,-0.18164666,-0.04504892,-0.14821418,-0.08000052,-0.19532239,-0.14970091,-0.17443653,-0.23169484,-0.13259519,,,-0.23123089,,,,,-0.22891808,,-0.23015629,,-0.23159887,-0.09761552,-0.14586912,-0.10325619,-0.13157302,-0.16465071,,-0.2312182,,-0.23123222,,-0.23041293,,-0.2290201,,,0.40765669,-0.03136666,-0.12027594,-0.14896581,-0.21047999,-0.0777442,-0.00884628,-0.13811477,-0.11098029,-0.0826913,3.54742895,,,0.13805018,-0.23068953,-0.23147498,4.97068646,-0.2298093,-0.22946876,,-0.23029664,,,,-0.22985263,,-0.23048284,-0.23064573,,,,,,,-0.23089811,,-0.23052456,-0.23081207,,-0.23076481,,,,,,,,-0.23053074,-0.23070651,,,,,,-0.23120817
"2-Propanone, bis(1-methylethyl)hydrazone",,,,-0.2925066,,-0.3037702,-0.2921766,,,,,,,,,,,,,-0.2810633,-0.2816045,,,,,-0.2018011,-0.2192428,-0.1884293,-0.2425456,-0.1046129,-0.1342403,-0.1754202,,-0.2192096,-0.3246873,0.8564331,,,1.0608919,,,,,,,-0.2410267,-0.238691,-0.215689,-0.21904,-0.2514131,-0.1864058,-0.3070297,,,,,,,,,,-0.285344,-0.2540438,-0.2569227,-0.2870379,-0.2312412,-0.2798635,-0.2624252,-0.2907369,-0.2315513,-0.287819,-0.3261671,-0.3180797,,1.0917126,,,0.7202289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2767464,
"2-Propenamide, 3-phenyl-N-2-propenyl-",,,,,,,,,,,,,,,,,,,,,,,-0.189410984,,,-0.144167049,-0.180915783,-0.177716577,-0.036570364,-0.190166966,-0.190303257,-0.174211315,-0.151349083,-0.172400462,,-0.190474794,,-0.188328641,-0.190317645,,,,,,-0.188744971,-0.179182556,-0.175989814,-0.163059317,-0.145050068,-0.158229862,-0.190503271,,,,-0.190288958,,,,,,,-0.10048293,-0.152890172,-0.130092221,-0.03602324,-0.173793531,-0.030411511,0.002809297,-0.140339942,-0.138266373,-0.124587413,,,,1.954388804,,,-0.190561334,,,,-0.189321294,,,,,,,,,,,-0.189555763,,,-0.158911965,,,-0.1898544,,,,,,,,-0.175372616,,,,,,,-0.177184506,,-0.190264082
"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-3-[4-[(trimethylsilyl)oxy]phenyl]-",-0.15251537,,-0.15223609,-0.15241982,-0.15264122,0.84603007,-0.15239273,-0.15309148,,-0.15190355,-0.15265074,-0.15229448,1.71921989,-0.1303759,-0.15288006,-0.15309341,-0.15302424,-0.15179638,-0.15029595,,-0.15152468,-0.15202526,,-0.15165091,-0.15114305,-0.15495989,-0.15555513,-0.07798937,-0.13774817,,,-0.15491508,-0.06846685,-0.11255304,,,-0.15439599,,,,,,,,,-0.13959803,-0.12671525,-0.12348515,-0.10690927,-0.11361115,,,,,,,-0.15145415,,,,,-0.11368167,-0.08654842,-0.15617974,-0.1110722,-0.11304977,-0.11182413,-0.10591941,-0.12485555,-0.11619796,-0.10477242,,,,-0.15490063,,,,,,10.0673098,,,-0.15074861,,,-0.15193575,,,-0.15159922,-0.15114268,,,-0.15211197,-0.15285593,-0.15319912,-0.15255512,-0.15185563,,,,-0.15219128,-0.15349877,-0.15352254,-0.15236017,-0.15327899,-0.15342954,,-0.15187788,-0.15251004,-0.15222887,,-0.15335267,-0.15267094,-0.15112578,
